response_id,has_connect_id,recruitment_source,followup_date,intake_created_at,has_consented,is_adult,is_domestic,is_english_proficient,is_eligible,has_completed_tp1,has_completed_tp2,has_completed_tp3,has_passed_attn_tp1,has_passed_attn_tp2,has_passed_attn_tp3,n_followups,n_total,completion_rate,first_followup_at,last_followup_at
R_6Ses4Ed8hvoUUzn,false,snowball,2026-06-01,2026-05-30 12:14:55,true,true,true,true,true,true,false,false,true,,,1,2,0.3333333333333333,2026-06-01 13:23:04,2026-06-01 13:23:04
R_6W8B3OsEAbphH57,false,snowball,2026-06-01,2026-05-29 16:04:37,true,true,true,true,true,false,false,false,,,,0,1,0.0,,
R_6eVUFppye4zCrTi,false,snowball,2026-06-01,2026-05-29 16:04:40,true,true,true,true,true,true,false,true,true,,true,2,3,0.6666666666666666,2026-06-01 13:15:11,2026-06-01 21:07:26
R_6fdQyegqCwQspv2,false,snowball,2026-06-01,2026-05-29 23:09:16,true,true,true,true,true,true,true,true,true,true,true,3,4,1.0,2026-06-01 13:43:37,2026-06-01 21:39:39
R_6mLjOo156wVkUbn,false,snowball,2026-06-01,2026-05-29 17:01:07,true,true,true,true,true,true,false,false,true,,,1,2,0.3333333333333333,2026-06-01 14:19:16,2026-06-01 14:19:16
R_6mwtwOr90hOfj8g,false,snowball,2026-06-01,2026-05-29 21:39:13,true,true,true,true,true,true,true,true,true,true,true,3,4,1.0,2026-06-01 20:00:19,2026-06-01 23:05:56
R_72s2vNArsvlmg3q,false,snowball,2026-06-01,2026-05-29 18:39:20,true,true,true,true,true,true,true,true,true,true,true,3,4,1.0,2026-06-01 13:27:08,2026-06-01 21:08:15
R_76gQwYDeTeUG9Sm,false,snowball,2026-06-01,2026-05-31 13:59:13,true,true,true,true,true,true,true,true,true,true,true,3,4,1.0,2026-06-01 13:12:53,2026-06-01 21:05:48
R_7LcByiqVfBoDtWK,false,snowball,2026-06-01,2026-05-29 16:04:41,true,true,true,true,true,true,true,true,true,true,true,3,4,1.0,2026-06-01 14:02:32,2026-06-02 00:21:15
R_7LijsZ137U67dV3,false,snowball,2026-06-01,2026-05-30 01:05:35,true,true,true,true,true,true,true,true,true,true,true,3,4,1.0,2026-06-01 14:12:06,2026-06-01 21:04:52
R_7O6ww9z43lcBxP0,false,snowball,2026-06-01,2026-06-01 03:21:47,true,true,true,true,true,false,true,true,,true,true,2,3,0.6666666666666666,2026-06-01 18:09:28,2026-06-01 22:08:23
R_7fj92dg24fNftLx,false,snowball,2026-06-01,2026-05-29 16:05:49,true,true,true,true,true,true,true,true,true,true,true,3,4,1.0,2026-06-01 14:05:06,2026-06-01 22:13:19
R_7pmRTff6885Ajb5,false,snowball,2026-06-01,2026-05-31 13:19:57,true,true,true,true,true,true,true,true,true,true,true,3,4,1.0,2026-06-01 13:10:37,2026-06-01 21:05:44
R_7dWpz4Mo0ZmVTjV,false,snowball,2026-05-29,2026-05-29 15:39:58,true,true,true,true,true,false,true,false,,true,,1,2,0.3333333333333333,2026-05-29 18:04:10,2026-05-29 18:04:10
R_3MQFcpdjBnvOGmN,true,cloudresearch,0002-07-05,2026-06-03 13:18:12,true,true,true,true,true,false,false,false,,,,0,1,0.0,,
R_3dR4XGfZd5DQJvd,true,cloudresearch,0002-06-10,2026-06-09 01:15:50,true,true,true,true,true,false,false,false,,,,0,1,0.0,,
R_6tbCCS3UuUIVQec,true,cloudresearch,0002-06-08,2026-06-03 12:44:47,true,true,true,true,true,false,false,false,,,,0,1,0.0,,
R_7wh3xKxFcFQLezw,true,cloudresearch,0002-06-05,2026-06-03 13:08:40,true,true,true,true,true,false,false,false,,,,0,1,0.0,,
R_7rSDP03CMpyau2R,true,cloudresearch,0002-03-07,2026-06-03 12:59:09,true,true,true,true,true,false,false,false,,,,0,1,0.0,,
